Name	MOA	Target	Disease Area	Indication	Phase
amitriptyline	norepinephrine inhibitor, norepinephrine reuptake inhibitor, serotonin receptor antagonist, serotonin–norepinephrine reuptake inhibitor (SNRI)	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2C, HTR6, HTR7, KCNA1, KCND2, KCND3, KCNQ2, KCNQ3, NTRK1, NTRK2, OPRD1, OPRK1, OPRM1, SIGMAR1, SLC6A2, SLC6A4	neurology/psychiatry	depression	Launched
amlexanox	histamine receptor modulator	FGF1, IL3, PDE4A, PDE4B, PDE4C, PDE4D, S100A12, S100A13	dental, pulmonary, ophthalmology, allergy	aphthous ulcers, asthma, conjunctivitis, allergic rhinitis	Launched
amlodipine	calcium channel blocker	CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNA2D1	cardiology	hypertension, chronic stable angina, vasospastic angina, coronary artery disease (CAD)	Launched
ammonium-glycyrrhizinate	thrombin inhibitor	HSD11B1, HSD11B2, SLCO1B1, SLCO1B3	dermatology	cosmetic	Launched
ammonium-lactate		HCAR1	dermatology	xerosis cutis, ichthyosis vulgaris	Launched
ammonium-perfluorocaprylate	Pim kinase inhibitor	PIM1			Phase 1
AMN-082	glutamate receptor modulator	GRM7			Preclinical
amodiaquine	histamine receptor agonist	HNMT	infectious disease	malaria	Launched
amonafide	topoisomerase inhibitor	TOP2A, TOP2B			Phase 3
amorolfine	membrane integrity inhibitor		infectious disease	onychomycosis	Launched
amoxapine	norepinephrine reputake inhibitor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH1, HRH4, HTR1A, HTR1B, HTR2A, HTR2B, HTR2C, HTR3A, HTR6, HTR7, SLC6A2, SLC6A3, SLC6A4	neurology/psychiatry	depression	Launched
amoxicillin	penicillin binding protein inhibitor	CYP2C19, SLC15A1, SLC15A2, SLC22A6	infectious disease, gastroenterology	skin infections, duodenal ulcer disease, gonorrhea, ear infections, throat infections, genitourinary tract infections, respiratory tract infections	Launched
AMPA-(RS)	glutamate receptor agonist	GRIN1			Preclinical
AMPA-(S)	glutamate receptor agonist	GRIA2, GRIN1			Preclinical
ampalex	glutamate receptor agonist	GRIA1, GRIA2, GRIA3, GRIA4			Phase 2
amperozide	dopamine receptor antagonist	FAAH, HTR2A	neurology/psychiatry	psychosis	Launched
amphotericin-b	membrane permeability enhancer		infectious disease	fungal infection	Launched
ampicillin	bacterial cell wall synthesis inhibitor		infectious disease	respiratory tract infections, meningitis, bacterial septicemia, endocarditis, urinary tract infections, gastrointestinal infections	Launched
ampiroxicam	cyclooxygenase inhibitor	PTGS1, PTGS2	neurology/psychiatry	pain relief	Launched
amprenavir	HIV protease inhibitor		infectious disease	human immunodeficiency virus (HIV-1)	Launched
amprolium	thiamine uptake blocker		infectious disease	coccidiosis	Launched
ampyrone	cyclooxygenase inhibitor				Preclinical
amrinone	phosphodiesterase inhibitor	PDE3A, PDE3B, PDE4B, TNF	cardiology	congestive heart failure	Launched
amrubicin	topoisomerase inhibitor	TOP2A, TOP2B	oncology	small cell lung cancer	Launched
amsacrine	topoisomerase inhibitor	KCNH2, TOP2A	hematologic malignancy	acute lymphoblastic leukemia (ALL)	Launched
amthamine	histamine receptor agonist	HRH2			Preclinical
amtolmetin-guacil	cyclooxygenase inhibitor	PTGS1, PTGS2	rheumatology	rheumatoid arthritis, osteoarthritis	Launched
amuvatinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor	KIT, MET			Phase 2
amygdalin	caspase activator	CASP3			Phase 2
amyl-nitrite	atrial natriuretic peptide receptor agonist				Preclinical
amyleine	local anesthetic				Preclinical
amylene-hydrate	local anesthetic				Preclinical
AMZ30	protein phosphatase inhibitor				Preclinical
AM095	lysophosphatidic acid receptor antagonist				Preclinical
AM211	prostaglandin inhibitor				Preclinical
AM679	cannabinoid receptor agonist, lipoxygenase inhibitor	ALOX5AP, CNR1, CNR2			Preclinical
ANA-12	tropomyosin receptor kinase inhibitor	NTRK2			Preclinical
anabasine	acetylcholine receptor agonist				Preclinical
anacetrapib	cholesteryl ester transfer protein inhibitor	CETP			Phase 3
anagliptin	dipeptidyl peptidase inhibitor	DPP4	endocrinology	diabetes mellitus	Launched
anagrelide	phosphodiesterase inhibitor	PDE3A	hematology, hematologic malignancy	thrombocythemia, myeloproliferative neoplasms	Launched
anamorelin	growth hormone secretagogue receptor agonist	GHSR			Phase 3
anandamide	cannabinoid receptor agonist	CACNA1G, CACNA1H, CACNA1I, CNR1, CNR2, GLRA1, GPR18, GPR55, KCNA2, KCNK3, KCNK9, TRPM8, TRPV1			Phase 2
anastrozole	aromatase inhibitor	CYP19A1	oncology	breast cancer	Launched
andarine	androgen receptor modulator	AR			Phase 1
andrographolide	tumor necrosis factor production inhibitor	IL1B, IL6, NFKB1, NFKB2, TNF			Phase 2
androstenone	steroid				Preclinical
androsterone	androgen receptor agonist				Preclinical
anecortave-acetate	angiogenesis inhibitor		ophthalmology	macular degeneration	Launched
anethole	glutathione transferase stimulant				Launched
anethole-trithione	glutathione transferase stimulant		dental	xerostomia	Launched
anguidine	protein synthesis inhibitor	SLC5A1			Phase 2
anidulafungin	fungal 1,3-beta-D-glucan synthase inhibitor		infectious disease	candidemia, fungal infection, esophageal candidiasis	Launched
aniracetam	glutamate receptor agonist	DRD2, GRIA1, GRIA2, GRIA3, GRIA4, HTR2A			Launched
anisindione	vitamin K antagonist	GGCX	hematology	deep vein thrombosis (DVT)	Launched
anisodamine	lipid peroxidase inhibitor	ADRA1A			Phase 3
anisomycin	DNA synthesis inhibitor	NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1			Preclinical
anisotropine	acetylcholine receptor antagonist		gastroenterology	peptic ulcer disease (PUD)	Launched
anlotinib	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	KDR, PDGFRB			Launched
anpirtoline	serotonin receptor agonist	HTR1B			Phase 1
ANR-94	adenosine receptor antagonist	ADORA2A			Preclinical
ansamitocin-p-3	apoptosis stimulant				Preclinical
antagonist-g	neuropeptide receptor antagonist	MAPK8			Phase 1
antalarmin	corticotropin releasing factor receptor antagonist	CRHR1			Preclinical
antazoline	antihistamine	HRH1	ophthalmology, otolaryngology	conjunctivitis, nasal congestion	Launched
anthralin	DNA synthesis inhibitor		dermatology	psoriasis	Launched
anthraquinone	CDC inhibitor	CDC25B			Preclinical
antimony-potassium					Phase 2
antimonyl					Phase 1
antimycin-A	ATP synthase inhibitor	CYCS			Preclinical
antioxine					Launched
AN2718	leucyl-tRNA synthetase inhibitor				Phase 1
AP-18	transient receptor potential channel antagonist	TRPA1			Preclinical
apabetalone	apolipoprotein expression enhancer	BRD3			Phase 3
apafant	platelet activating factor receptor antagonist	PTAFR			Phase 3
apalutamide	androgen receptor antagonist		oncology	prostate cancer	Launched
apararenone	mineralocorticoid receptor antagonist				Preclinical
apatinib	RET tyrosine kinase inhibitor	CSK, KDR, KIT, RET			Phase 3
APC-100	androgen receptor antagonist, anti-inflammatory agent	AR			Phase 1/Phase 2
APcK-110	KIT inhibitor	KIT, STAT3			Preclinical
APD597	glucose dependent insulinotropic receptor agonist	GPR119			Phase 1
APD668	glucose dependent insulinotropic receptor agonist	GPR119			Phase 1
aphidicolin	RNA synthesis inhibitor				Phase 1
API-001	sigma receptor antagonist	SIGMAR1			Phase 2
API-1	AKT inhibitor	AKT1, AKT2, AKT3			Preclinical
apigenin	casein kinase inhibitor, cell proliferation inhibitor	AKR1B1, AR, CDK6, CFTR, CYP19A1, CYP1B1, HSD17B1			Preclinical
apixaban	coagulation factor inhibitor	F10	neurology/psychiatry, hematology, cardiology	stroke, systemic embolism, pulmonary embolism (PE), atrial fibrillation (AF), deep vein thrombosis (DVT)	Launched
apocynin	NADPH oxidase inhibitor	NOX4			Phase 1
apoptosis-activator-II	carboxylesterase inhibitor	BCHE, CES1			Preclinical
APR-246	p53 activator	TP53			Phase 3
apraclonidine	adrenergic receptor agonist	ADRA1A, ADRA2A, ADRA2B, ADRA2C	ophthalmology	glaucoma, intraocular pressure	Launched
apramycin	bacterial 30S ribosomal subunit inhibitor		infectious disease	gram-negative bacterial infections	Launched
apratastat	matrix metalloprotease inhibitor, tumor necrosis factor production inhibitor	ADAM17, MMP1, MMP13, MMP9			Phase 2
apremilast	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4C, PDE4D	dermatology, rheumatology	psoriasis, psoriatic arthritis	Launched
aprepitant	tachykinin antagonist	TACR1	gastroenterology	nausea, vomiting	Launched
apricitabine	nucleoside reverse transcriptase inhibitor				Phase 3
aprindine	voltage-gated sodium channel blocker	CALM1, SCN5A	cardiology	cardiac arrythmia	Launched
apronal	cytochrome P450 modulator				Preclinical
aptiganel	glutamate receptor antagonist	GRIN1			Phase 3
APTO-253	krüppel-like factor expression enhancer	KLF4			Phase 1
APY-29	serine/threonine kinase inhibitor	ERN1			Preclinical
apyramide	cyclooxygenase inhibitor				Preclinical
APY0201	phosphoinositide dependent kinase inhibitor	IL12A, IL12B, PIKFYVE			Preclinical
AP1903		MTOR			Phase 1/Phase 2
AP26113	ALK tyrosine kinase receptor inhibitor	ALK, EGFR			Phase 2
AQ-RA741	acetylcholine receptor antagonist	CHRM2			Preclinical
AQ-13	antimalarial agent				Phase 2
AQW-051	nicotinic receptor agonist				Preclinical
AR-A014418	glycogen synthase kinase inhibitor	GSK3B			Preclinical
AR-C155858	monocarboxylate transporter inhibitor	SLC16A1, SLC16A7			Preclinical
AR-12	phosphoinositide dependent kinase inhibitor	PDPK1			Phase 1
AR-42	HDAC inhibitor	HDAC1			Phase 1
arachidonic-acid	cytochrome P450 inhibitor	CLCN2, KCNJ4, KCNK10, KCNK18, KCNK2, PRKCZ, PTGS1, TRPC6, TRPM2			Phase 1
aramchol	stearoyl-CoA desaturase inhibitor				Phase 2/Phase 3
arbidol	cytochrome P450 inhibitor	CYP3A4	infectious disease	influenza A virus infection	Launched
arbutin	melanin inhibitor	TYR			Phase 2/Phase 3
ARC-239	adrenergic receptor antagonist	ADRA2A, ADRA2B, ADRA2C			Preclinical
arctigenin	MEK inhibitor	CHUK, MAP2K1			Preclinical
arcyriaflavin-a	CDK inhibitor	CCND1, CDK4			Preclinical
ardeparin	thrombin inhibitor	SERPIND1			Withdrawn
arecaidine-but-2-ynyl-ester	acetylcholine receptor agonist	CHRM2			Preclinical
arecaidine-propargyl-ester	acetylcholine receptor agonist	CHRM1, CHRM2, CHRM3, CHRM4			Preclinical
arecoline	acetylcholine receptor agonist	CHRM1, CHRM2, CHRM3, CHRM4			Phase 1
argatroban	thrombin inhibitor	F2	hematology	heparin-induced thrombocytopenia (HIT)	Launched
argireline	neurotransmitter release inhibitor				Phase 3
arglabin	farnesyltransferase inhibitor	FNTA, NFKB1			Launched
aripiprazole	serotonin receptor agonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7	neurology/psychiatry	depression, schizophrenia, bipolar disorder	Launched
aripiprazole-lauroxil	serotonin receptor agonist		neurology/psychiatry	schizophrenia	Launched
arofylline	phosphodiesterase inhibitor	PDE4A			Phase 3
arotinolol	adrenergic receptor antagonist	ADRB3	cardiology, neurology/psychiatry	hypertension, tremors	Launched
ARQ-092	AKT inhibitor	AKT2			Phase 1
ARQ-621	kinesin-like spindle protein inhibitor	KIF11			Phase 1
ARRY-334543	EGFR inhibitor	ERBB2			Phase 2/Phase 3
arsanilic-acid		LYZ			Phase 1
arsenic-trioxide	apoptosis stimulant	AKT1, CCND1, IKBKB, JUN, MAPK1, MAPK3, TXNRD1	gastroenterology	diarrhea	Launched
artemether	antimalarial agent	ATP1A1	infectious disease	malaria	Launched
artemisinin	DNA synthesis inhibitor	CYP2B6	infectious disease	malaria	Launched
artemotil			infectious disease	malaria	Launched
artesunate	DNA synthesis inhibitor		infectious disease	malaria	Launched
articaine	local anesthetic		neurology/psychiatry	local anesthetic	Launched
arundic-acid	astrocyte modulating agent	PTGS2, S100B			Phase 2/Phase 3
ARV-825	bromodomain inhibitor	BRD4			Preclinical
AS-1269574	glucose dependent insulinotropic receptor agonist	GPR119			Preclinical
AS-1892802	rho associated kinase inhibitor	ROCK1			Preclinical
AS-1949490	SHIP2 phosphatase inhibitor	INPP5D			Preclinical
AS-2034178	free fatty acid receptor agonist	FFAR1			Preclinical
AS-2444697	interleukin inhibitor	IRAK4			Preclinical
AS-252424	PI3K inhibitor	PIK3CG			Preclinical
AS-604850	PI3K inhibitor	PIK3CA, PIK3CG			Preclinical
AS-703026	MEK inhibitor	MAP2K1, MAP2K2			Phase 2
AS-77	potassium channel blocker	KCNA3, KCNA5, KCNN4			Phase 1
ASA-404	angiogenesis inhibitor				Phase 3
asapiprant	prostaglandin inhibitor				Preclinical
asaraldehyde	cyclooxygenase inhibitor	PTGS2			Preclinical
ASC-J9	androgen receptor enhancer	AR			Phase 2
asciminib	Bcr-Abl kinase inhibitor				Phase 2
ascomycin	calcineurin inhibitor	FKBP1A			Preclinical
ascorbic-acid	antioxidant	SLC23A1, SLC23A2	endocrinology	scurvy	Launched
asenapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A	neurology/psychiatry	schizophrenia, bipolar disorder	Launched
asiatic-acid	apoptosis stimulant	PYGM			Preclinical
asimadoline	opioid receptor agonist	OPRK1			Phase 3
asivatrep	transient receptor potential channel antagonist				Phase 3
ASP-2535	glycine transporter inhibitor	SLC6A9			Phase 1
ASP-6537	cyclooxygenase inhibitor				Preclinical
ASP-9521	aldo-keto reductase inhibitor				Preclinical
aspartame		TAS1R2, TRPV1			Launched
aspirin	cyclooxygenase inhibitor	AKR1C1, ASIC3, EDNRA, HSPA5, IKBKB, NFKB1, NFKB2, NFKBIA, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, PTGS1, PTGS2, RPS6KA3, TP53	neurology/psychiatry, endocrinology, dental	headache, fever, toothache, muscle pain	Launched
ASP3026	ALK tyrosine kinase receptor inhibitor	ALK			Phase 1
AST-1306	EGFR inhibitor	EGFR, ERBB2			Phase 1
astaxanthin	antioxidant				Launched
astemizole	histamine receptor antagonist	HRH1, KCNH1, KCNH2			Withdrawn
astilbin	nuclear factor erythroid derived, like (NRF2) activator				Preclinical
astragaloside-a	anti-inflammatory agent				Preclinical
ASTX660	apoptosis inhibitor				Phase 1/Phase 2
asunaprevir	HCV inhibitor				Phase 3
asymmetrical-dimethylarginine	nitric oxide synthase inhibitor	NOS2, NOS3			Phase 1
AT-1015	serotonin receptor antagonist	HTR2A			Preclinical
AT-406	IAP antagonist 				Phase 1
AT-7519	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CDK6, CDK9			Phase 2
AT-9283	Aurora kinase inhibitor, JAK inhibitor	AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A			Phase 2
ataluren	CFTR channel agonist, dystrophin stimulant	DMD	genetics, pulmonary	duchenne muscular dystrophy (DMD), cystic fibrosis	Launched
atazanavir	HIV protease inhibitor		infectious disease	human immunodeficiency virus (HIV-1)	Launched
ATB-346	cyclooxygenase inhibitor	PTGER2			Phase 2
atenolol-(+)	adrenergic receptor antagonist				Preclinical
atenolol-(+/-)	adrenergic receptor antagonist	ADRB1, ADRB2, LTF, PLA2G2E	cardiology	hypertension, angina pectoris	Launched
atenolol-(-)	adrenergic receptor antagonist		cardiology	hypertension	Launched
atglistatin	adipose triglyceride lipase inhibitor				Preclinical
aticaprant	opioid receptor antagonist				Phase 2
atipamezole	adrenergic receptor antagonist		neurology/psychiatry	reverse sedative	Launched
atiprimod	JAK inhibitor, STAT inhibitor	JAK2, STAT3			Phase 2
atizoram	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4C, PDE4D			Phase 2
ATN-161	integrin antagonist	ITGA5, ITGAV, ITGB1, ITGB3			Phase 2
atomoxetine	norepinephrine transporter inhibitor	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, SLC6A2, SLC6A3, SLC6A4	neurology/psychiatry	attention-deficit/hyperactivity disorder (ADHD)	Launched
atorvastatin	HMGCR inhibitor	AHR, DPP4, HMGCR	neurology/psychiatry, cardiology	stroke, heart attack	Launched
atosiban	oxytocin receptor antagonist	AVPR1A, AVPR1B, AVPR2, OXTR	neurology/psychiatry, cardiology, endocrinology	stroke, angina pectoris, myocardial infarction, hyperlipidemia	Launched
atovaquone	mitochondrial electron transport inhibitor		infectious disease	pneumonia	Launched
ATPA	glutamate receptor agonist	GRIK1			Preclinical
atractylenolide-i	JAK inhibitor				Preclinical
atracurium	acetylcholine receptor antagonist		critical care, neurology/psychiatry	endotracheal intubation, muscle relaxant	Launched
atrasentan	endothelin receptor antagonist	EDNRA			Phase 3
atropine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3	ophthalmology	cycloplegia, mydriasis, amblyopia	Launched
atropine-oxide	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5			Preclinical
atuveciclib	CDK9 inhibitor				Phase 1
AT13148	protein kinase inhibitor	AKT1, AKT2, AKT3, ROCK1, ROCK2, SGK3			Phase 1
AT13387	HSP inhibitor	HSP90AA1			Phase 2
AT7867	AKT inhibitor	AKT2, GSK3B, PKIA, PRKACA			Preclinical
auranofin	NFkB pathway inhibitor	IKBKB, PRDX5, TRPA1	rheumatology	rheumatoid arthritis	Launched
aurora-a-inhibitor-i	Aurora kinase inhibitor	AURKA			Preclinical
aurothioglucose	PKC inhibitor	PRKCI	rheumatology	rheumatoid arthritis	Launched
AUT-1	potassium channel activator				Preclinical
autotaxin-modulator-1	autotaxin inhibitor	ENPP2			Preclinical
AV-412	protein tyrosine kinase inhibitor	EGFR, ERBB2			Phase 1
AV-608	tachykinin antagonist	TACR1			Phase 2
avacopan	complement inhibitor				Phase 2
avadomide	antitumor agent				Phase 2
avagacestat	gamma secretase inhibitor	PSEN1			Phase 2
avanafil	phosphodiesterase inhibitor	PDE5A	urology	erectile dysfunction	Launched
avapritinib	KIT inhibitor				Launched
avasimibe	ACAT inhibitor	CES1			Phase 3
avatrombopag	thrombopoietin receptor agonist	MPL	hematology	thrombocytopenia	Launched
AVE-0991	angiotensin receptor agonist	MRGPRX1			Preclinical
AVE-3085	nitric oxide synthase stimulant				Preclinical
AVex-73	sigma receptor agonist				Preclinical
avibactam	beta lactamase inhibitor		infectious disease	intra-abdominal infections, urinary tract infections, pyelonephritis	Launched
avitinib	EGFR inhibitor				Phase 2
AVL-292	Bruton's tyrosine kinase (BTK) inhibitor	BTK, YES1			Phase 2
AVN-492	serotonin receptor antagonist				Preclinical
AVN-944	inosine monophosphate dehydrogenase inhibitor	IMPDH1, IMPDH2			Phase 2
avobenzone	topical sunscreen agent		dermatology	cosmetic, sunscreen lotion	Launched
avoralstat	kallikrein inhibitor				Phase 3
avridine	immunostimulant				Preclinical
AX-024	cytokine production inhibitor				Preclinical
axitinib	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	CSF1, FLT1, FLT4, KDR, PLK4	oncology	renal cell carcinoma (RCC)	Launched
AY-9944	hedgehog pathway modulator				Preclinical
AZ-10417808	caspase inhibitor	CASP3			Preclinical
AZ-10606120	purinergic receptor antagonist	P2RX7			Preclinical
AZ-12080282	hedgehog pathway inhibitor	DHH			Preclinical
AZ-628	RAF inhibitor	BRAF, RAF1			Preclinical
AZ-7371	antibacterial 				Preclinical
azacitidine	DNA methyltransferase inhibitor	DNMT1, DNMT3A	hematologic malignancy, hematology	myelodysplastic diseases (MDS), anemia, chronic myelomonocytic leukemia (CMMoL)	Launched
azacyclonol	histamine receptor antagonist	HRH1			Preclinical
azaguanine-8	purine antagonist	PNP			Preclinical
azalomycin-B	bacterial 50S ribosomal subunit inhibitor				Preclinical
azaperone	dopamine receptor antagonist	DRD2, DRD3	neurology/psychiatry	sedative	Launched
azapropazone	cyclooxygenase inhibitor	PTGS2			Withdrawn
azaserine	purine antagonist				Preclinical
azasetron	serotonin receptor antagonist	HTR3A, HTR3B	infectious disease	genitial herpes	Launched
azatadine	histamine receptor antagonist	HRH1	allergy	allergic rhinitis	Launched
azathioprine	dehydrogenase inhibitor	HPRT1, IMPDH1, PPAT	transplant, rheumatology	renal homotransplantation, rheumatoid arthritis	Launched
AZD0156	ATM kinase inhibitor				Phase 1
AZD1080	glycogen synthase kinase inhibitor	GSK3A, GSK3B			Phase 1
AZD1208	Pim kinase inhibitor	PIM1, PIM2, PIM3			Phase 1
AZD1283	purinergic receptor antagonist	P2RY12			Preclinical
AZD1390	ATM kinase inhibitor				Phase 1
AZD1446	acetylcholine receptor agonist	CHRNA4, CHRNB2			Phase 2
AZD1480	JAK inhibitor	JAK1, JAK2, JAK3			Phase 1
AZD1981	CRTH receptor antagonist	PTGDR2			Phase 2
